Location,Date,Existing_Capacity,Current_Utilization
New York,2023-04-24,7821,7020
New York,2023-04-25,7821,7019
New York,2023-04-26,7821,7047
New York,2023-04-27,7821,7070
New York,2023-04-28,7821,7087
New York,2023-04-29,7821,7101
New York,2023-04-30,7821,7098
New York,2023-05-01,7821,7125
New York,2023-05-02,7821,7148
New York,2023-05-03,7821,7155
New York,2023-05-04,7821,7163
New York,2023-05-05,7821,7169
New York,2023-05-06,7821,7172
New York,2023-05-07,7821,7182
New York,2023-05-08,7821,7204
New York,2023-05-09,7821,7208
New York,2023-05-10,7821,7230
New York,2023-05-11,7821,7253
New York,2023-05-12,7821,7267
New York,2023-05-13,7821,7294
New York,2023-05-14,7821,7309
New York,2023-05-15,7821,7310
New York,2023-05-16,7821,7313
New York,2023-05-17,7821,7315
New York,2023-05-18,7821,7329
New York,2023-05-19,7821,7355
New York,2023-05-20,7821,7378
New York,2023-05-21,7821,7378
New York,2023-05-22,7821,7396
New York,2023-05-23,7821,7393
New York,2023-05-24,7821,7403
New York,2023-05-25,7821,7416
New York,2023-05-26,7821,7437
New York,2023-05-27,7821,7441
New York,2023-05-28,7821,7462
New York,2023-05-29,7821,7465
New York,2023-05-30,7821,7467
New York,2023-05-31,7821,7470
New York,2023-06-01,7821,7473
New York,2023-06-02,7821,7504
New York,2023-06-03,7821,7508
New York,2023-06-04,7821,7531
New York,2023-06-05,7821,7557
New York,2023-06-06,8825,7579
New York,2023-06-07,8825,7588
New York,2023-06-08,8825,7603
New York,2023-06-09,8825,7625
New York,2023-06-10,8825,7636
New York,2023-06-11,8825,7654
New York,2023-06-12,8825,7663
New York,2023-06-13,8825,7669
New York,2023-06-14,8825,7684
New York,2023-06-15,8825,7694
New York,2023-06-16,8825,7720
New York,2023-06-17,8825,7733
New York,2023-06-18,8825,7759
New York,2023-06-19,8825,7768
New York,2023-06-20,8825,7777
New York,2023-06-21,8825,7792
New York,2023-06-22,8825,7812
New York,2023-06-23,8825,7810
New York,2023-06-24,8825,7827
New York,2023-06-25,8825,7846
New York,2023-06-26,8825,7857
New York,2023-06-27,8825,7858
New York,2023-06-28,8825,7865
New York,2023-06-29,8825,7877
New York,2023-06-30,8825,7900
New York,2023-07-01,8825,7915
New York,2023-07-02,8825,7936
New York,2023-07-03,8825,7944
New York,2023-07-04,8825,7967
New York,2023-07-05,8825,7998
New York,2023-07-06,8825,8019
New York,2023-07-07,8825,8033
New York,2023-07-08,8825,8039
New York,2023-07-09,8825,8062
New York,2023-07-10,8825,8064
New York,2023-07-11,8825,8087
New York,2023-07-12,8825,8099
New York,2023-07-13,8825,8128
New York,2023-07-14,8825,8144
New York,2023-07-15,8825,8156
New York,2023-07-16,8825,8178
New York,2023-07-17,8825,8209
New York,2023-07-18,8825,8206
New York,2023-07-19,8825,8216
New York,2023-07-20,8825,8243
New York,2023-07-21,8825,8246
New York,2023-07-22,8825,8265
New York,2023-07-23,8825,8262
New York,2023-07-24,8825,8277
New York,2023-07-25,8825,8284
New York,2023-07-26,8825,8304
New York,2023-07-27,8825,8325
New York,2023-07-28,8825,8353
New York,2023-07-29,8825,8373
New York,2023-07-30,8825,8369
New York,2023-07-31,8825,8386
New York,2023-08-01,8825,8395
New York,2023-08-02,8825,8395
New York,2023-08-03,8825,8416
New York,2023-08-04,8825,8431
New York,2023-08-05,8825,8431
New York,2023-08-06,8825,8458
New York,2023-08-07,8825,8478
New York,2023-08-08,8825,8500
New York,2023-08-09,8825,8499
New York,2023-08-10,8825,8512
New York,2023-08-11,8825,8516
New York,2023-08-12,8825,8535
New York,2023-08-13,8825,8541
New York,2023-08-14,8825,8548
New York,2023-08-15,8825,8548
New York,2023-08-16,9960,8577
New York,2023-08-17,9960,8592
New York,2023-08-18,9960,8611
New York,2023-08-19,9960,8621
New York,2023-08-20,9960,8643
New York,2023-08-21,9960,8664
New York,2023-08-22,9960,8684
New York,2023-08-23,9960,8685
New York,2023-08-24,9960,8696
New York,2023-08-25,9960,8712
New York,2023-08-26,9960,8714
New York,2023-08-27,9960,8715
New York,2023-08-28,9960,8716
New York,2023-08-29,9960,8730
New York,2023-08-30,9960,8748
New York,2023-08-31,9960,8762
New York,2023-09-01,9960,8788
New York,2023-09-02,9960,8811
New York,2023-09-03,9960,8813
New York,2023-09-04,9960,8839
New York,2023-09-05,9960,8850
New York,2023-09-06,9960,8845
New York,2023-09-07,9960,8862
New York,2023-09-08,9960,8888
New York,2023-09-09,9960,8900
New York,2023-09-10,9960,8901
New York,2023-09-11,9960,8896
New York,2023-09-12,9960,8909
New York,2023-09-13,9960,8930
New York,2023-09-14,9960,8953
New York,2023-09-15,9960,8957
New York,2023-09-16,9960,8970
New York,2023-09-17,9960,8985
New York,2023-09-18,9960,9004
New York,2023-09-19,9960,9011
New York,2023-09-20,9960,9030
New York,2023-09-21,9960,9049
New York,2023-09-22,9960,9061
New York,2023-09-23,9960,9056
New York,2023-09-24,9960,9064
New York,2023-09-25,9960,9084
New York,2023-09-26,9960,9092
New York,2023-09-27,9960,9114
New York,2023-09-28,9960,9142
New York,2023-09-29,9960,9150
New York,2023-09-30,9960,9146
New York,2023-10-01,9960,9172
New York,2023-10-02,9960,9186
New York,2023-10-03,9960,9199
New York,2023-10-04,9960,9230
New York,2023-10-05,9960,9242
New York,2023-10-06,9960,9265
New York,2023-10-07,9960,9287
New York,2023-10-08,9960,9293
New York,2023-10-09,9960,9312
New York,2023-10-10,9960,9336
New York,2023-10-11,9960,9356
New York,2023-10-12,9960,9358
New York,2023-10-13,9960,9363
New York,2023-10-14,9960,9389
New York,2023-10-15,9960,9408
New York,2023-10-16,9960,9432
New York,2023-10-17,9960,9442
New York,2023-10-18,9960,9443
New York,2023-10-19,9960,9443
New York,2023-10-20,9960,9457
New York,2023-10-21,9960,9481
New York,2023-10-22,9960,9483
New York,2023-10-23,9960,9484
New York,2023-10-24,9960,9498
New York,2023-10-25,9960,9517
New York,2023-10-26,9960,9534
New York,2023-10-27,9960,9535
New York,2023-10-28,9960,9537
New York,2023-10-29,9960,9552
New York,2023-10-30,9960,9573
New York,2023-10-31,9960,9598
New York,2023-11-01,9960,9626
New York,2023-11-02,9960,9626
New York,2023-11-03,9960,9640
New York,2023-11-04,9960,9662
New York,2023-11-05,9960,9687
New York,2023-11-06,11152,9714
New York,2023-11-07,11152,9729
New York,2023-11-08,11152,9751
New York,2023-11-09,11152,9755
New York,2023-11-10,11152,9763
New York,2023-11-11,11152,9772
New York,2023-11-12,11152,9774
New York,2023-11-13,11152,9780
New York,2023-11-14,11152,9789
New York,2023-11-15,11152,9799
New York,2023-11-16,11152,9822
New York,2023-11-17,11152,9833
New York,2023-11-18,11152,9862
New York,2023-11-19,11152,9888
New York,2023-11-20,11152,9905
New York,2023-11-21,11152,9923
New York,2023-11-22,11152,9935
New York,2023-11-23,11152,9939
New York,2023-11-24,11152,9940
New York,2023-11-25,11152,9954
New York,2023-11-26,11152,9974
New York,2023-11-27,11152,10003
New York,2023-11-28,11152,10014
New York,2023-11-29,11152,10025
New York,2023-11-30,11152,10055
New York,2023-12-01,11152,10085
New York,2023-12-02,11152,10103
New York,2023-12-03,11152,10112
New York,2023-12-04,11152,10134
New York,2023-12-05,11152,10141
New York,2023-12-06,11152,10150
New York,2023-12-07,11152,10181
New York,2023-12-08,11152,10211
New York,2023-12-09,11152,10223
New York,2023-12-10,11152,10248
New York,2023-12-11,11152,10265
New York,2023-12-12,11152,10289
New York,2023-12-13,11152,10300
New York,2023-12-14,11152,10312
New York,2023-12-15,11152,10338
New York,2023-12-16,11152,10347
New York,2023-12-17,11152,10378
New York,2023-12-18,11152,10386
New York,2023-12-19,11152,10402
New York,2023-12-20,11152,10427
New York,2023-12-21,11152,10442
New York,2023-12-22,11152,10475
New York,2023-12-23,11152,10492
New York,2023-12-24,11152,10499
New York,2023-12-25,11152,10524
New York,2023-12-26,11152,10553
New York,2023-12-27,11152,10559
New York,2023-12-28,11152,10590
New York,2023-12-29,11152,10616
New York,2023-12-30,11152,10638
New York,2023-12-31,11152,10645
New York,2024-01-01,11152,10649
New York,2024-01-02,11152,10652
New York,2024-01-03,11152,10671
New York,2024-01-04,11152,10693
New York,2024-01-05,11152,10692
New York,2024-01-06,11152,10708
New York,2024-01-07,11152,10723
New York,2024-01-08,11152,10738
New York,2024-01-09,11152,10764
New York,2024-01-10,11152,10775
New York,2024-01-11,11152,10796
New York,2024-01-12,11152,10816
New York,2024-01-13,11152,10829
New York,2024-01-14,11152,10827
New York,2024-01-15,11152,10844
New York,2024-01-16,11152,10847
New York,2024-01-17,11152,10846
New York,2024-01-18,11152,10863
New York,2024-01-19,11152,10889
New York,2024-01-20,12106,10916
New York,2024-01-21,12106,10910
New York,2024-01-22,12106,10913
New York,2024-01-23,12106,10927
New York,2024-01-24,12106,10942
New York,2024-01-25,12106,10962
New York,2024-01-26,12106,10966
New York,2024-01-27,12106,10974
New York,2024-01-28,12106,10986
New York,2024-01-29,12106,11006
New York,2024-01-30,12106,11006
New York,2024-01-31,12106,11003
New York,2024-02-01,12106,11002
New York,2024-02-02,12106,11009
New York,2024-02-03,12106,11007
New York,2024-02-04,12106,11014
New York,2024-02-05,12106,11021
New York,2024-02-06,12106,11041
New York,2024-02-07,12106,11054
New York,2024-02-08,12106,11062
New York,2024-02-09,12106,11062
New York,2024-02-10,12106,11082
New York,2024-02-11,12106,11086
New York,2024-02-12,12106,11089
New York,2024-02-13,12106,11108
New York,2024-02-14,12106,11104
New York,2024-02-15,12106,11118
New York,2024-02-16,12106,11134
New York,2024-02-17,12106,11158
New York,2024-02-18,12106,11169
New York,2024-02-19,12106,11181
New York,2024-02-20,12106,11189
New York,2024-02-21,12106,11199
New York,2024-02-22,12106,11203
New York,2024-02-23,12106,11218
New York,2024-02-24,12106,11220
New York,2024-02-25,12106,11226
New York,2024-02-26,12106,11247
New York,2024-02-27,12106,11270
New York,2024-02-28,12106,11282
New York,2024-02-29,12106,11292
New York,2024-03-01,12106,11287
New York,2024-03-02,12106,11289
New York,2024-03-03,12106,11307
New York,2024-03-04,12106,11319
New York,2024-03-05,12106,11342
New York,2024-03-06,12106,11343
New York,2024-03-07,12106,11348
New York,2024-03-08,12106,11356
New York,2024-03-09,12106,11361
New York,2024-03-10,12106,11373
New York,2024-03-11,12106,11389
New York,2024-03-12,12106,11405
New York,2024-03-13,12106,11417
New York,2024-03-14,12106,11424
New York,2024-03-15,12106,11448
New York,2024-03-16,12106,11462
New York,2024-03-17,12106,11484
New York,2024-03-18,12106,11511
New York,2024-03-19,12106,11523
New York,2024-03-20,12106,11539
New York,2024-03-21,12106,11543
New York,2024-03-22,12106,11546
New York,2024-03-23,12106,11544
New York,2024-03-24,12106,11550
New York,2024-03-25,12106,11563
New York,2024-03-26,12106,11574
New York,2024-03-27,12106,11576
New York,2024-03-28,12106,11585
New York,2024-03-29,12106,11587
New York,2024-03-30,12106,11605
New York,2024-03-31,12106,11622
New York,2024-04-01,12106,11634
New York,2024-04-02,12106,11645
New York,2024-04-03,12106,11644
New York,2024-04-04,12106,11651
New York,2024-04-05,12106,11664
New York,2024-04-06,12106,11687
New York,2024-04-07,12106,11711
New York,2024-04-08,12106,11721
New York,2024-04-09,12106,11724
New York,2024-04-10,12106,11752
New York,2024-04-11,12106,11765
New York,2024-04-12,12106,11775
New York,2024-04-13,12106,11785
New York,2024-04-14,12106,11795
New York,2024-04-15,12106,11795
New York,2024-04-16,12106,11790
New York,2024-04-17,12106,11793
New York,2024-04-18,12106,11796
New York,2024-04-19,12106,11809
New York,2024-04-20,12106,11811
New York,2024-04-21,12106,11826
New York,2024-04-22,12106,11841
New York,2024-04-23,12106,11842
New York,2024-04-24,12106,11841
New York,2024-04-25,13193,11863
New York,2024-04-26,13193,11874
New York,2024-04-27,13193,11895
New York,2024-04-28,13193,11907
New York,2024-04-29,13193,11914
New York,2024-04-30,13193,11932
New York,2024-05-01,13193,11935
New York,2024-05-02,13193,11945
New York,2024-05-03,13193,11950
New York,2024-05-04,13193,11958
New York,2024-05-05,13193,11977
New York,2024-05-06,13193,11981
New York,2024-05-07,13193,11999
New York,2024-05-08,13193,12024
New York,2024-05-09,13193,12041
New York,2024-05-10,13193,12044
New York,2024-05-11,13193,12043
New York,2024-05-12,13193,12064
New York,2024-05-13,13193,12083
New York,2024-05-14,13193,12097
New York,2024-05-15,13193,12110
New York,2024-05-16,13193,12127
New York,2024-05-17,13193,12128
New York,2024-05-18,13193,12146
New York,2024-05-19,13193,12153
New York,2024-05-20,13193,12159
New York,2024-05-21,13193,12181
New York,2024-05-22,13193,12182
New York,2024-05-23,13193,12205
New York,2024-05-24,13193,12208
New York,2024-05-25,13193,12225
New York,2024-05-26,13193,12227
New York,2024-05-27,13193,12245
New York,2024-05-28,13193,12266
New York,2024-05-29,13193,12287
New York,2024-05-30,13193,12297
New York,2024-05-31,13193,12311
New York,2024-06-01,13193,12330
New York,2024-06-02,13193,12341
New York,2024-06-03,13193,12344
New York,2024-06-04,13193,12365
New York,2024-06-05,13193,12377
New York,2024-06-06,13193,12398
New York,2024-06-07,13193,12418
New York,2024-06-08,13193,12431
New York,2024-06-09,13193,12441
New York,2024-06-10,13193,12442
New York,2024-06-11,13193,12445
New York,2024-06-12,13193,12460
New York,2024-06-13,13193,12482
New York,2024-06-14,13193,12489
New York,2024-06-15,13193,12514
New York,2024-06-16,13193,12523
New York,2024-06-17,13193,12552
New York,2024-06-18,13193,12575
New York,2024-06-19,13193,12588
New York,2024-06-20,13193,12596
New York,2024-06-21,13193,12606
New York,2024-06-22,13193,12621
New York,2024-06-23,13193,12638
New York,2024-06-24,13193,12661
New York,2024-06-25,13193,12690
New York,2024-06-26,13193,12710
New York,2024-06-27,13193,12707
New York,2024-06-28,13193,12726
New York,2024-06-29,13193,12722
New York,2024-06-30,13193,12748
New York,2024-07-01,13193,12761
New York,2024-07-02,13193,12760
New York,2024-07-03,13193,12767
New York,2024-07-04,13193,12793
New York,2024-07-05,13193,12822
New York,2024-07-06,13193,12828
New York,2024-07-07,13193,12853
New York,2024-07-08,13193,12856
New York,2024-07-09,13193,12865
New York,2024-07-10,13193,12865
New York,2024-07-11,13193,12887
New York,2024-07-12,13193,12888
New York,2024-07-13,13193,12901
New York,2024-07-14,13193,12911
New York,2024-07-15,13193,12930
New York,2024-07-16,14139,12944
New York,2024-07-17,14139,12962
New York,2024-07-18,14139,12959
New York,2024-07-19,14139,12970
New York,2024-07-20,14139,12974
New York,2024-07-21,14139,12981
New York,2024-07-22,14139,13001
New York,2024-07-23,14139,12997
New York,2024-07-24,14139,13017
New York,2024-07-25,14139,13039
New York,2024-07-26,14139,13065
New York,2024-07-27,14139,13084
New York,2024-07-28,14139,13095
New York,2024-07-29,14139,13101
New York,2024-07-30,14139,13104
New York,2024-07-31,14139,13125
New York,2024-08-01,14139,13126
New York,2024-08-02,14139,13135
New York,2024-08-03,14139,13138
New York,2024-08-04,14139,13159
New York,2024-08-05,14139,13180
New York,2024-08-06,14139,13180
New York,2024-08-07,14139,13196
New York,2024-08-08,14139,13196
New York,2024-08-09,14139,13213
New York,2024-08-10,14139,13225
New York,2024-08-11,14139,13245
New York,2024-08-12,14139,13266
New York,2024-08-13,14139,13269
New York,2024-08-14,14139,13289
New York,2024-08-15,14139,13300
New York,2024-08-16,14139,13298
New York,2024-08-17,14139,13298
New York,2024-08-18,14139,13317
New York,2024-08-19,14139,13327
New York,2024-08-20,14139,13356
New York,2024-08-21,14139,13363
New York,2024-08-22,14139,13368
New York,2024-08-23,14139,13384
New York,2024-08-24,14139,13391
New York,2024-08-25,14139,13410
New York,2024-08-26,14139,13433
New York,2024-08-27,14139,13443
New York,2024-08-28,14139,13444
New York,2024-08-29,14139,13470
New York,2024-08-30,14139,13476
New York,2024-08-31,14139,13495
New York,2024-09-01,14139,13498
New York,2024-09-02,14139,13501
New York,2024-09-03,14139,13521
New York,2024-09-04,14139,13533
New York,2024-09-05,14139,13531
New York,2024-09-06,14139,13544
New York,2024-09-07,14139,13544
New York,2024-09-08,14139,13566
New York,2024-09-09,14139,13573
New York,2024-09-10,14139,13574
New York,2024-09-11,14139,13599
New York,2024-09-12,14139,13608
New York,2024-09-13,14139,13620
New York,2024-09-14,14139,13641
New York,2024-09-15,14139,13665
New York,2024-09-16,14139,13663
New York,2024-09-17,14139,13659
New York,2024-09-18,14139,13662
New York,2024-09-19,14139,13657
New York,2024-09-20,14139,13684
New York,2024-09-21,14139,13696
New York,2024-09-22,14139,13714
New York,2024-09-23,14139,13735
New York,2024-09-24,14139,13745
New York,2024-09-25,14139,13745
New York,2024-09-26,14139,13760
New York,2024-09-27,14139,13760
New York,2024-09-28,14139,13758
New York,2024-09-29,14139,13758
New York,2024-09-30,14139,13782
New York,2024-10-01,14139,13806
New York,2024-10-02,14139,13823
New York,2024-10-03,14139,13837
New York,2024-10-04,14139,13861
New York,2024-10-05,15072,13890
New York,2024-10-06,15072,13902
New York,2024-10-07,15072,13918
New York,2024-10-08,15072,13952
New York,2024-10-09,15072,13957
New York,2024-10-10,15072,13962
New York,2024-10-11,15072,13992
New York,2024-10-12,15072,13996
New York,2024-10-13,15072,14017
New York,2024-10-14,15072,14018
New York,2024-10-15,15072,14042
New York,2024-10-16,15072,14066
New York,2024-10-17,15072,14069
New York,2024-10-18,15072,14072
New York,2024-10-19,15072,14079
New York,2024-10-20,15072,14078
New York,2024-10-21,15072,14093
New York,2024-10-22,15072,14111
New York,2024-10-23,15072,14140
New York,2024-10-24,15072,14163
New York,2024-10-25,15072,14168
New York,2024-10-26,15072,14175
New York,2024-10-27,15072,14203
New York,2024-10-28,15072,14214
New York,2024-10-29,15072,14240
New York,2024-10-30,15072,14262
New York,2024-10-31,15072,14276
New York,2024-11-01,15072,14289
New York,2024-11-02,15072,14303
New York,2024-11-03,15072,14314
New York,2024-11-04,15072,14335
New York,2024-11-05,15072,14338
New York,2024-11-06,15072,14354
New York,2024-11-07,15072,14363
New York,2024-11-08,15072,14382
New York,2024-11-09,15072,14399
New York,2024-11-10,15072,14409
New York,2024-11-11,15072,14421
New York,2024-11-12,15072,14426
New York,2024-11-13,15072,14450
New York,2024-11-14,15072,14452
New York,2024-11-15,15072,14477
New York,2024-11-16,15072,14475
New York,2024-11-17,15072,14506
New York,2024-11-18,15072,14505
New York,2024-11-19,15072,14507
New York,2024-11-20,15072,14519
New York,2024-11-21,15072,14547
New York,2024-11-22,15072,14556
New York,2024-11-23,15072,14559
New York,2024-11-24,15072,14587
New York,2024-11-25,15072,14613
New York,2024-11-26,15072,14625
New York,2024-11-27,15072,14634
New York,2024-11-28,15072,14650
New York,2024-11-29,15072,14660
New York,2024-11-30,15072,14684
New York,2024-12-01,15072,14702
New York,2024-12-02,15072,14707
New York,2024-12-03,15072,14726
New York,2024-12-04,15072,14730
New York,2024-12-05,15072,14757
New York,2024-12-06,15072,14759
New York,2024-12-07,15072,14762
New York,2024-12-08,15072,14789
New York,2024-12-09,15072,14817
New York,2024-12-10,16016,14826
New York,2024-12-11,16016,14844
New York,2024-12-12,16016,14844
New York,2024-12-13,16016,14850
New York,2024-12-14,16016,14872
New York,2024-12-15,16016,14884
New York,2024-12-16,16016,14902
New York,2024-12-17,16016,14916
New York,2024-12-18,16016,14935
New York,2024-12-19,16016,14963
New York,2024-12-20,16016,14972
New York,2024-12-21,16016,15002
New York,2024-12-22,16016,15030
New York,2024-12-23,16016,15036
New York,2024-12-24,16016,15037
New York,2024-12-25,16016,15036
New York,2024-12-26,16016,15053
New York,2024-12-27,16016,15077
New York,2024-12-28,16016,15097
New York,2024-12-29,16016,15127
New York,2024-12-30,16016,15131
New York,2024-12-31,16016,15153
New York,2025-01-01,16016,15176
New York,2025-01-02,16016,15174
New York,2025-01-03,16016,15185
New York,2025-01-04,16016,15195
New York,2025-01-05,16016,15219
New York,2025-01-06,16016,15219
New York,2025-01-07,16016,15215
New York,2025-01-08,16016,15239
New York,2025-01-09,16016,15265
New York,2025-01-10,16016,15274
New York,2025-01-11,16016,15282
New York,2025-01-12,16016,15294
New York,2025-01-13,16016,15305
New York,2025-01-14,16016,15322
New York,2025-01-15,16016,15322
New York,2025-01-16,16016,15334
New York,2025-01-17,16016,15342
New York,2025-01-18,16016,15345
New York,2025-01-19,16016,15349
New York,2025-01-20,16016,15375
New York,2025-01-21,16016,15393
New York,2025-01-22,16016,15400
New York,2025-01-23,16016,15403
New York,2025-01-24,16016,15400
New York,2025-01-25,16016,15402
New York,2025-01-26,16016,15400
New York,2025-01-27,16016,15398
New York,2025-01-28,16016,15409
New York,2025-01-29,16016,15416
New York,2025-01-30,16016,15417
New York,2025-01-31,16016,15423
